Date;Check;Article;Count;Cost
28.05.2017;IT010012103;0102454;1;5765
28.05.2017;IT010012104;0102467;1;3042
28.05.2017;IT010012104;0110491;1;919
28.05.2017;IT010012104;0111515;1;1271
28.05.2017;IT010012104;0102416;1;5229
28.05.2017;IT010012104;0102421;1;5263
28.05.2017;IT010012105;0102427;1;5263
28.05.2017;IT010012105;0102440;1;9240
28.05.2017;IT010012106;0102444;1;5765
28.05.2017;IT010012107;0102461;1;2283
28.05.2017;IT010012107;0102467;2;3042
28.05.2017;IT010012108;0102474;2;23090
28.05.2017;IT010012109;0102584;1;1832
28.05.2017;IT010012110;0102721;1;1307
28.05.2017;IT010012110;0102722;1;1355
28.05.2017;IT010012111;0102723;1;442
28.05.2017;IT010012111;0102438;1;3749
28.05.2017;IT010012111;0102439;1;15645
28.05.2017;IT010012112;0102452;1;2879
28.05.2017;IT010012112;0102377;1;46184
28.05.2017;IT010012112;0102378;1;46184
28.05.2017;IT010012112;0102492;1;1355
28.05.2017;IT010012113;0102549;1;487
28.05.2017;IT010012113;0110144;1;1574
28.05.2017;IT010012114;0110145;1;2781
28.05.2017;IT010012114;0100595;1;1469
28.05.2017;IT010012115;0100598;1;1206
28.05.2017;IT010012116;0102493;1;1355
28.05.2017;IT010012117;0103152;1;8295
29.05.2017;IT010012117;0100595;1;1469
29.05.2017;IT010012118;0100598;1;1206
29.05.2017;IT010012118;0101028;1;2184
29.05.2017;IT010012119;0101041;1;1889
29.05.2017;IT010012120;0102307;1;2090
29.05.2017;IT010012120;0102338;1;2090
29.05.2017;IT010012121;0102578;1;2090
29.05.2017;IT010012121;0105734;1;555
29.05.2017;IT010012122;0105735;1;1889
29.05.2017;IT010012122;0100598;1;1206
29.05.2017;IT010012123;0101041;1;1889
29.05.2017;IT010012124;0102378;1;46184
29.05.2017;IT010012124;0102478;1;487
29.05.2017;IT010012124;0102479;1;487
29.05.2017;IT010012125;0105736;1;2523
29.05.2017;IT010012126;0105755;1;555
29.05.2017;IT010012126;0105757;1;2523
29.05.2017;IT010012127;0105759;1;966
29.05.2017;IT010012127;0110140;1;377
29.05.2017;IT010012128;0110141;1;2099
29.05.2017;IT010012129;0102483;1;1832
29.05.2017;IT010012129;0102484;1;1832
29.05.2017;IT010012130;0102492;1;1355
29.05.2017;IT010012131;0102493;1;1355
29.05.2017;IT010012131;0102584;1;1832
29.05.2017;IT010012131;0102722;1;1355
29.05.2017;IT010012131;0102426;1;3749
29.05.2017;IT010012132;0102432;2;5263
29.05.2017;IT010012133;0102436;1;3749
29.05.2017;IT010012133;0102438;2;3749
29.05.2017;IT010012134;0102439;1;15645
29.05.2017;IT010012134;0102442;1;2879
29.05.2017;IT010012135;0102447;1;2879
29.05.2017;IT010012136;0102448;2;2879
29.05.2017;IT010012136;0102453;2;8789
29.05.2017;IT010012136;0102459;1;5229
29.05.2017;IT010012136;0102460;1;5229
29.05.2017;IT010012137;0102465;1;5229
29.05.2017;IT010012138;0102420;1;5263
29.05.2017;IT010012138;0102474;1;23090
29.05.2017;IT010012138;0102398;1;46184
29.05.2017;IT010012138;0102479;2;487
29.05.2017;IT010012139;0102480;1;1355
29.05.2017;IT010012139;0105757;1;2523
29.05.2017;IT010012140;0105759;1;966
29.05.2017;IT010012140;0110145;1;2781
29.05.2017;IT010012140;0102439;1;15645
29.05.2017;IT010012140;0102453;1;8789
29.05.2017;IT010012141;0102416;1;5229
29.05.2017;IT010012142;0102421;1;5263
29.05.2017;IT010012142;0102427;1;5263
29.05.2017;IT010012143;0102438;1;3749
29.05.2017;IT010012144;0102452;1;2879
29.05.2017;IT010012145;0102461;2;2283
29.05.2017;IT010012145;0102467;2;3042
29.05.2017;IT010012146;0102474;2;23090
29.05.2017;IT010012146;0101326;1;6509
29.05.2017;IT010012147;0101329;1;7970
29.05.2017;IT010012147;0101330;1;6290
29.05.2017;IT010012148;0101332;1;12063
29.05.2017;IT010012149;0101336;1;13942
29.05.2017;IT010012150;0101337;1;8335
29.05.2017;IT010012150;0101339;1;5615
29.05.2017;IT010012150;0101341;1;4557
29.05.2017;IT010012151;0102440;1;9240
29.05.2017;IT010012151;0102444;1;5765
29.05.2017;IT010012152;0102461;1;2283
29.05.2017;IT010012153;0102467;1;3042
29.05.2017;IT010012153;0102474;1;23090
29.05.2017;IT010012154;0111515;1;1271
29.05.2017;IT010012154;0101326;1;6509
29.05.2017;IT010012154;0101329;1;7970
29.05.2017;IT010012155;0101330;1;6290
29.05.2017;IT010012156;0101339;1;5615
29.05.2017;IT010012156;0102440;1;9240
29.05.2017;IT010012157;0102444;1;5765
29.05.2017;IT010012157;0111515;1;1271
30.05.2017;IT010012157;0102307;1;2090
30.05.2017;IT010012158;0102309;1;2090
30.05.2017;IT010012159;0102310;1;2090
30.05.2017;IT010012160;0102329;1;2099
30.05.2017;IT010012161;0102338;1;2090
30.05.2017;IT010012161;0102436;1;3749
30.05.2017;IT010012161;0102439;1;15645
30.05.2017;IT010012162;0102442;2;2879
30.05.2017;IT010012162;0102453;1;8789
30.05.2017;IT010012163;0102459;1;5229
30.05.2017;IT010012164;0102460;1;5229
30.05.2017;IT010012164;0111515;1;1271
30.05.2017;IT010012165;0101041;1;1889
30.05.2017;IT010012166;0102447;2;2879
30.05.2017;IT010012166;0102448;1;2879
30.05.2017;IT010012166;0102436;1;3749
30.05.2017;IT010012166;0102439;1;15645
30.05.2017;IT010012167;0102442;1;2879
30.05.2017;IT010012168;0102453;1;8789
30.05.2017;IT010012169;0110491;1;919
30.05.2017;IT010012169;0100595;1;1469
30.05.2017;IT010012169;0101329;2;7970
30.05.2017;IT010012169;0101339;1;5615
30.05.2017;IT010012170;0102439;1;15645
30.05.2017;IT010012170;0102440;1;9240
30.05.2017;IT010012170;0102444;2;5765
30.05.2017;IT010012171;0102453;1;8789
30.05.2017;IT010012171;0102454;1;5765
30.05.2017;IT010012172;0102461;1;2283
30.05.2017;IT010012173;0102465;1;5229
30.05.2017;IT010012173;0102467;1;3042
30.05.2017;IT010012173;0102474;1;23090
30.05.2017;IT010012173;0102485;2;442
30.05.2017;IT010012174;0105759;1;966
30.05.2017;IT010012174;0105757;1;2523
30.05.2017;IT010012175;0100648;1;1154
30.05.2017;IT010012175;0100649;1;1049
30.05.2017;IT010012176;0105738;1;1154
30.05.2017;IT010012176;0105755;2;555
01.06.2017;IT010012177;0100595;2;1483
01.06.2017;IT010012178;0102485;1;446
01.06.2017;IT010012178;0105759;1;975
02.06.2017;IT010012179;0102427;1;5313
02.06.2017;IT010012180;0102431;2;3784
02.06.2017;IT010012180;0102432;2;5313
02.06.2017;IT010012180;0102443;1;3784
02.06.2017;IT010012181;0102446;1;2907
02.06.2017;IT010012181;0102448;1;2907
02.06.2017;IT010012181;0102452;1;2907
02.06.2017;IT010012182;0102469;1;5279
02.06.2017;IT010012183;0100595;1;1483
02.06.2017;IT010012184;0102306;1;2109
02.06.2017;IT010012184;0102307;2;2109
02.06.2017;IT010012184;0102308;2;2109
02.06.2017;IT010012185;0102309;2;2109
02.06.2017;IT010012186;0102310;2;2109
02.06.2017;IT010012186;0102311;1;2437
02.06.2017;IT010012187;0102312;1;4017
02.06.2017;IT010012188;0102313;1;2437
02.06.2017;IT010012189;0102342;1;1335
02.06.2017;IT010012190;0102492;1;1367
02.06.2017;IT010012190;0102493;1;1367
02.06.2017;IT010012190;0102549;1;492
02.06.2017;IT010012191;0102584;1;1850
02.06.2017;IT010012191;0102721;1;1320
02.06.2017;IT010012191;0102722;1;1367
02.06.2017;IT010012191;0102723;1;446
02.06.2017;IT010012191;0103051;2;1483
02.06.2017;IT010012192;0105738;1;1165
02.06.2017;IT010012192;0105747;1;742
02.06.2017;IT010012193;0105755;1;561
02.06.2017;IT010012193;0105759;1;975
02.06.2017;IT010012194;0109013;1;1059
02.06.2017;IT010012194;0110144;1;1589
02.06.2017;IT010012195;0101329;1;8045
02.06.2017;IT010012195;0101339;1;5669
02.06.2017;IT010012195;0102439;1;15794
02.06.2017;IT010012196;0102453;1;8872
02.06.2017;IT010012196;0102470;1;5279
02.06.2017;IT010012196;0101326;1;6571
02.06.2017;IT010012197;0101329;1;8045
02.06.2017;IT010012198;0101339;1;5669
02.06.2017;IT010012198;0102436;1;3784
02.06.2017;IT010012199;0102439;2;15794
02.06.2017;IT010012199;0102442;1;2907
02.06.2017;IT010012199;0102447;2;2907
02.06.2017;IT010012200;0102453;1;8872
02.06.2017;IT010012201;0102471;2;5279
02.06.2017;IT010012201;0102416;1;5279
02.06.2017;IT010012201;0102419;1;5279
02.06.2017;IT010012202;0102421;1;5313
02.06.2017;IT010012203;0102444;1;5819
02.06.2017;IT010012203;0102461;1;2304
02.06.2017;IT010012203;0102474;1;23309
03.06.2017;IT010012204;0100595;2;1483
03.06.2017;IT010012205;0102584;1;1850
03.06.2017;IT010012206;0102723;1;446
03.06.2017;IT010012206;0109013;2;1059
03.06.2017;IT010012206;0101041;1;1907
03.06.2017;IT010012207;0102307;1;2109
03.06.2017;IT010012207;0102309;1;2109
03.06.2017;IT010012207;0102310;1;2109
03.06.2017;IT010012208;0102329;1;2119
03.06.2017;IT010012209;0102338;1;2109
03.06.2017;IT010012209;0101326;1;6571
03.06.2017;IT010012209;0101329;1;8045
03.06.2017;IT010012210;0101330;2;6349
03.06.2017;IT010012211;0101332;1;12178
03.06.2017;IT010012211;0101337;1;8414
03.06.2017;IT010012212;0101339;1;5669
03.06.2017;IT010012213;0111515;2;1283
03.06.2017;IT010012213;0102436;1;3784
03.06.2017;IT010012214;0102439;1;15794
03.06.2017;IT010012215;0102440;1;9328
03.06.2017;IT010012215;0102442;1;2907
03.06.2017;IT010012216;0102444;1;5819
03.06.2017;IT010012216;0102447;1;2907
03.06.2017;IT010012217;0102448;1;2907
03.06.2017;IT010012217;0102453;1;8872
03.06.2017;IT010012217;0102461;1;2304
03.06.2017;IT010012218;0102467;1;3071
03.06.2017;IT010012219;0102474;1;23309
03.06.2017;IT010012219;0102342;1;1335
03.06.2017;IT010012220;0100648;1;1165
03.06.2017;IT010012221;0100649;2;1059
03.06.2017;IT010012222;0105738;1;1165
03.06.2017;IT010012222;0105755;1;561
03.06.2017;IT010012222;0105757;2;2547
03.06.2017;IT010012223;0105759;2;975
03.06.2017;IT010012223;0110140;1;381
03.06.2017;IT010012224;0110141;1;2119
03.06.2017;IT010012224;0110142;1;1377
03.06.2017;IT010012224;0102492;1;1367
03.06.2017;IT010012224;0102549;1;492
03.06.2017;IT010012224;0102721;1;1320
03.06.2017;IT010012225;0102722;1;1367
03.06.2017;IT010012225;0103051;2;1483
03.06.2017;IT010012226;0105738;2;1165
03.06.2017;IT010012226;0105747;2;742
03.06.2017;IT010012226;0105755;1;561
03.06.2017;IT010012227;0105759;1;975
03.06.2017;IT010012228;0110144;1;1589
03.06.2017;IT010012229;0101326;1;6571
03.06.2017;IT010012229;0101329;1;8045
03.06.2017;IT010012230;0101339;1;5669
03.06.2017;IT010012231;0102493;1;1367
03.06.2017;IT010012231;0102306;1;2109
03.06.2017;IT010012232;0102307;1;2109
03.06.2017;IT010012232;0102308;1;2109
03.06.2017;IT010012232;0102309;1;2109
03.06.2017;IT010012233;0102310;1;2109
03.06.2017;IT010012233;0102311;1;2437
03.06.2017;IT010012234;0102312;1;4017
03.06.2017;IT010012234;0102313;1;2437
04.06.2017;IT010012235;0102398;1;46624
04.06.2017;IT010012235;0102479;1;492
04.06.2017;IT010012236;0102421;2;5313
04.06.2017;IT010012236;0102427;1;5313
04.06.2017;IT010012237;0102436;1;3784
04.06.2017;IT010012237;0102437;1;2907
04.06.2017;IT010012238;0102438;1;3784
04.06.2017;IT010012238;0102439;1;15794
04.06.2017;IT010012238;0102440;1;9328
04.06.2017;IT010012239;0102442;1;2907
04.06.2017;IT010012239;0102443;1;3784
04.06.2017;IT010012239;0102444;1;5819
04.06.2017;IT010012240;0102447;1;2907
04.06.2017;IT010012241;0102448;1;2907
04.06.2017;IT010012241;0102452;1;2907
04.06.2017;IT010012242;0102453;1;8872
04.06.2017;IT010012243;0102467;1;3071
04.06.2017;IT010012243;0102474;1;23309
04.06.2017;IT010012244;0110491;2;928
04.06.2017;IT010012245;0102431;1;3784
04.06.2017;IT010012245;0102432;1;5313
04.06.2017;IT010012246;0102443;2;3784
04.06.2017;IT010012247;0102446;1;2907
04.06.2017;IT010012248;0110494;1;2655
04.06.2017;IT010012248;0110485;1;747
04.06.2017;IT010012249;0110488;1;809
04.06.2017;IT010012249;0110491;2;928
04.06.2017;IT010012249;0110496;1;1272
04.06.2017;IT010012250;0102314;1;4017
04.06.2017;IT010012250;0102320;2;2109
04.06.2017;IT010012251;0102322;1;2109
04.06.2017;IT010012252;0102323;1;1695
04.06.2017;IT010012252;0102326;1;2085
04.06.2017;IT010012253;0102327;2;2085
04.06.2017;IT010012253;0102329;1;2119
04.06.2017;IT010012254;0102330;1;2119
04.06.2017;IT010012255;0102332;1;2119
04.06.2017;IT010012255;0102333;2;2119
04.06.2017;IT010012256;0102335;1;2119
04.06.2017;IT010012256;0102338;1;2109
04.06.2017;IT010012256;0102578;1;2109
04.06.2017;IT010012257;0100595;1;1483
04.06.2017;IT010012257;0100598;1;1218
04.06.2017;IT010012258;0101028;1;2205
04.06.2017;IT010012258;0101041;1;1907
04.06.2017;IT010012259;0105734;1;561
04.06.2017;IT010012259;0105735;1;1907
04.06.2017;IT010012259;0105757;1;2547
04.06.2017;IT010012260;0105759;1;975
04.06.2017;IT010012261;0110145;1;2808
04.06.2017;IT010012261;0102377;2;46624
04.06.2017;IT010012261;0102378;1;46624
04.06.2017;IT010012262;0102381;2;8374
04.06.2017;IT010012263;0110143;1;2119
04.06.2017;IT010012263;0110145;1;2808
04.06.2017;IT010012264;0101332;1;12178
04.06.2017;IT010012265;0101326;1;6571
04.06.2017;IT010012265;0101329;1;8045
04.06.2017;IT010012266;0101330;2;6349
04.06.2017;IT010012267;0101332;1;12178
04.06.2017;IT010012268;0101337;2;8414
04.06.2017;IT010012268;0101339;1;5669
04.06.2017;IT010012269;0102480;1;1367
04.06.2017;IT010012269;0111515;1;1283
04.06.2017;IT010012270;0102436;1;3784
04.06.2017;IT010012271;0102439;1;15794
04.06.2017;IT010012271;0102442;1;2907
04.06.2017;IT010012271;0102447;2;2907
04.06.2017;IT010012272;0102448;1;2907
04.06.2017;IT010012272;0102452;1;2907
04.06.2017;IT010012272;0102453;1;8872
04.06.2017;IT010012273;0102469;1;5279
04.06.2017;IT010012274;0102470;1;5279
04.06.2017;IT010012274;0102471;1;5279
04.06.2017;IT010012274;0101326;1;6571
04.06.2017;IT010012275;0101329;1;8045
04.06.2017;IT010012275;0101339;1;5669
04.06.2017;IT010012276;0102397;2;46624
04.06.2017;IT010012276;0102483;1;1850
04.06.2017;IT010012277;0102416;1;5279
04.06.2017;IT010012277;0102419;1;5279
04.06.2017;IT010012278;0102421;1;5313
04.06.2017;IT010012279;0102427;2;5313
04.06.2017;IT010012279;0102444;1;5819
04.06.2017;IT010012280;0102461;1;2304
04.06.2017;IT010012280;0102474;1;23309
04.06.2017;IT010012281;0100595;1;1483
04.06.2017;IT010012281;0100597;1;2841
04.06.2017;IT010012281;0102492;1;1367
04.06.2017;IT010012281;0102493;2;1367
04.06.2017;IT010012282;0102584;1;1850
04.06.2017;IT010012283;0102722;2;1367
05.06.2017;IT010012283;0111512;1;4208
05.06.2017;IT010012284;0100601;1;1059
05.06.2017;IT010012284;0100649;1;1059
05.06.2017;IT010012284;0101041;1;1907
05.06.2017;IT010012284;0102368;1;8374
05.06.2017;IT010012284;0105734;1;561
05.06.2017;IT010012285;0105735;1;1907
05.06.2017;IT010012286;0105736;1;2547
05.06.2017;IT010012286;0105738;1;1165
05.06.2017;IT010012287;0105755;1;561
05.06.2017;IT010012287;0105757;1;2547
05.06.2017;IT010012288;0105759;1;975
05.06.2017;IT010012289;0110145;1;2808
05.06.2017;IT010012290;0102440;1;9328
05.06.2017;IT010012290;0102444;1;5819
05.06.2017;IT010012291;0102439;1;15794
05.06.2017;IT010012291;0102453;1;8872
05.06.2017;IT010012292;0102397;1;46624
05.06.2017;IT010012293;0100595;1;1483
05.06.2017;IT010012294;0100597;1;2841
05.06.2017;IT010012295;0100641;1;2279
05.06.2017;IT010012296;0102340;1;1102
05.06.2017;IT010012296;0102342;1;1335
05.06.2017;IT010012296;0102370;1;8374
05.06.2017;IT010012297;0102479;1;492
05.06.2017;IT010012298;0102483;2;1850
05.06.2017;IT010012299;0102486;1;446
05.06.2017;IT010012299;0109013;1;1059
05.06.2017;IT010012300;0102436;1;3784
05.06.2017;IT010012300;0102442;1;2907
05.06.2017;IT010012301;0102447;1;2907
05.06.2017;IT010012301;0102448;1;2907
05.06.2017;IT010012301;0102461;1;2304
05.06.2017;IT010012301;0102467;1;3071
05.06.2017;IT010012302;0102474;1;23309
05.06.2017;IT010012302;0101326;1;6571
05.06.2017;IT010012303;0101329;1;8045
05.06.2017;IT010012303;0101330;1;6349
05.06.2017;IT010012303;0111515;1;1283
06.06.2017;IT010012303;0101341;2;4600
06.06.2017;IT010012304;0102327;2;2085
06.06.2017;IT010012304;0102329;1;2119
06.06.2017;IT010012305;0101041;1;1907
06.06.2017;IT010012306;0101339;1;5669
06.06.2017;IT010012307;0101332;1;12178
06.06.2017;IT010012307;0105757;1;2547
06.06.2017;IT010012307;0105759;1;975
07.06.2017;IT010012308;0102427;1;5313
07.06.2017;IT010012309;0102437;1;2907
07.06.2017;IT010012309;0102438;1;3784
07.06.2017;IT010012309;0102442;1;2907
07.06.2017;IT010012310;0102446;1;2907
07.06.2017;IT010012310;0102447;1;2907
07.06.2017;IT010012311;0102401;2;2907
07.06.2017;IT010012311;0102454;1;5819
07.06.2017;IT010012312;0102467;1;3071
07.06.2017;IT010012312;0102474;1;23309
07.06.2017;IT010012313;0102421;1;5313
07.06.2017;IT010012313;0110495;2;2449
07.06.2017;IT010012314;0102452;1;2907
07.06.2017;IT010012314;0100595;1;1483
07.06.2017;IT010012314;0100601;1;1059
07.06.2017;IT010012315;0100649;1;1059
07.06.2017;IT010012316;0101041;1;1907
07.06.2017;IT010012316;0102307;1;2109
07.06.2017;IT010012317;0102308;1;2109
07.06.2017;IT010012318;0102309;1;2109
07.06.2017;IT010012318;0102310;1;2109
07.06.2017;IT010012319;0102313;2;2437
07.06.2017;IT010012320;0102325;1;2085
07.06.2017;IT010012321;0102339;1;2109
07.06.2017;IT010012322;0102416;1;5279
07.06.2017;IT010012322;0102421;1;5313
07.06.2017;IT010012322;0102436;1;3784
07.06.2017;IT010012323;0102440;1;9328
07.06.2017;IT010012323;0102444;2;5819
07.06.2017;IT010012324;0102461;1;2304
07.06.2017;IT010012325;0102475;1;15889
07.06.2017;IT010012325;0102477;1;492
07.06.2017;IT010012325;0102486;1;446
07.06.2017;IT010012326;0102491;1;1320
07.06.2017;IT010012327;0102492;1;1367
07.06.2017;IT010012328;0102493;1;1367
07.06.2017;IT010012329;0102584;1;1850
07.06.2017;IT010012329;0102721;1;1320
07.06.2017;IT010012329;0102722;1;1367
07.06.2017;IT010012330;0102723;1;446
07.06.2017;IT010012330;0105736;2;2547
07.06.2017;IT010012330;0105738;1;1165
07.06.2017;IT010012331;0105755;1;561
07.06.2017;IT010012331;0105759;1;975
07.06.2017;IT010012331;0109013;1;1059
07.06.2017;IT010012332;0102427;1;5313
07.06.2017;IT010012333;0102431;1;3784
07.06.2017;IT010012333;0102432;1;5313
07.06.2017;IT010012334;0102436;1;3784
07.06.2017;IT010012335;0102439;2;15794
07.06.2017;IT010012335;0102442;1;2907
07.06.2017;IT010012336;0102443;1;3784
07.06.2017;IT010012336;0102446;1;2907
07.06.2017;IT010012337;0102447;1;2907
07.06.2017;IT010012338;0102448;2;2907
07.06.2017;IT010012338;0102452;1;2907
07.06.2017;IT010012339;0102453;1;8872
07.06.2017;IT010012340;0102469;1;5279
07.06.2017;IT010012340;0102470;1;5279
07.06.2017;IT010012340;0102471;1;5279
07.06.2017;IT010012340;0102306;2;2109
07.06.2017;IT010012341;0102307;1;2109
07.06.2017;IT010012342;0102308;2;2109
07.06.2017;IT010012342;0102309;1;2109
07.06.2017;IT010012343;0102310;1;2109
07.06.2017;IT010012344;0102311;1;2437
07.06.2017;IT010012344;0102312;1;4017
07.06.2017;IT010012344;0102313;1;2437
07.06.2017;IT010012345;0102416;1;5279
07.06.2017;IT010012346;0102419;1;5279
07.06.2017;IT010012346;0102444;1;5819
07.06.2017;IT010012347;0102461;1;2304
07.06.2017;IT010012348;0102474;1;23309
07.06.2017;IT010012348;0100595;1;1483
07.06.2017;IT010012349;0102342;1;1335
07.06.2017;IT010012350;0102492;1;1367
07.06.2017;IT010012350;0102493;1;1367
07.06.2017;IT010012351;0102549;1;492
07.06.2017;IT010012351;0102584;2;1850
07.06.2017;IT010012352;0102721;2;1320
07.06.2017;IT010012352;0102722;2;1367
07.06.2017;IT010012352;0102723;1;446
07.06.2017;IT010012353;0103051;1;1483
07.06.2017;IT010012354;0105738;2;1165
07.06.2017;IT010012355;0105747;1;742
07.06.2017;IT010012356;0105755;2;561
07.06.2017;IT010012357;0105759;1;975
07.06.2017;IT010012357;0109013;1;1059
07.06.2017;IT010012358;0110144;1;1589
07.06.2017;IT010012358;0101326;1;6571
07.06.2017;IT010012359;0101329;1;8045
07.06.2017;IT010012360;0101339;2;5669
08.06.2017;IT010012360;0102439;1;15794
08.06.2017;IT010012360;0102453;1;8872
08.06.2017;IT010012361;0102465;1;5279
08.06.2017;IT010012361;0100595;2;1483
08.06.2017;IT010012362;0100648;1;1165
08.06.2017;IT010012362;0101041;1;1907
08.06.2017;IT010012363;0102378;1;46624
08.06.2017;IT010012364;0102381;1;8374
08.06.2017;IT010012364;0102384;1;8374
08.06.2017;IT010012365;0102392;1;46725
08.06.2017;IT010012366;0105735;1;1907
08.06.2017;IT010012366;0105755;2;561
08.06.2017;IT010012367;0105757;1;2547
08.06.2017;IT010012368;0105759;1;975
08.06.2017;IT010012369;0109013;1;1059
08.06.2017;IT010012369;0110142;1;1377
09.06.2017;IT010012369;0102341;1;1058
09.06.2017;IT010012369;0102493;1;1367
09.06.2017;IT010012370;0102439;1;15794
09.06.2017;IT010012370;0102453;1;8872
09.06.2017;IT010012370;0101326;1;6571
09.06.2017;IT010012370;0101329;1;8045
09.06.2017;IT010012371;0101330;1;6349
09.06.2017;IT010012372;0101332;1;12178
09.06.2017;IT010012372;0101339;1;5669
09.06.2017;IT010012373;0101341;1;4600
09.06.2017;IT010012373;0102436;1;3784
09.06.2017;IT010012374;0102439;1;15794
09.06.2017;IT010012374;0102440;1;9328
09.06.2017;IT010012375;0102442;1;2907
09.06.2017;IT010012376;0102447;1;2907
09.06.2017;IT010012376;0102453;1;8872
09.06.2017;IT010012377;0102454;2;5819
09.06.2017;IT010012378;0102467;1;3071
09.06.2017;IT010012378;0102469;1;5279
09.06.2017;IT010012379;0102470;1;5279
09.06.2017;IT010012380;0102471;1;5279
09.06.2017;IT010012380;0111513;1;2894
09.06.2017;IT010012381;0101326;1;6571
09.06.2017;IT010012381;0101329;1;8045
09.06.2017;IT010012382;0101332;1;12178
09.06.2017;IT010012383;0101336;1;14075
09.06.2017;IT010012383;0101339;2;5669
09.06.2017;IT010012383;0101341;1;4600
09.06.2017;IT010012383;0111515;1;1283
09.06.2017;IT010012383;0102306;1;2109
09.06.2017;IT010012384;0102309;1;2109
09.06.2017;IT010012385;0101329;2;8045
09.06.2017;IT010012385;0101330;1;6349
09.06.2017;IT010012386;0101332;2;12178
09.06.2017;IT010012386;0101337;1;8414
09.06.2017;IT010012386;0100595;1;1483
09.06.2017;IT010012386;0102307;1;2109
09.06.2017;IT010012387;0102308;1;2109
09.06.2017;IT010012388;0102310;1;2109
09.06.2017;IT010012388;0102311;1;2437
09.06.2017;IT010012388;0102312;1;4017
09.06.2017;IT010012388;0102313;1;2437
09.06.2017;IT010012389;0102317;1;2851
09.06.2017;IT010012389;0102384;1;8374
09.06.2017;IT010012390;0102478;1;492
09.06.2017;IT010012390;0102486;2;446
09.06.2017;IT010012391;0102492;1;1367
09.06.2017;IT010012391;0102548;1;46725
09.06.2017;IT010012391;0102549;1;492
09.06.2017;IT010012392;0102584;1;1850
09.06.2017;IT010012392;0102721;1;1320
09.06.2017;IT010012393;0102722;1;1367
09.06.2017;IT010012393;0102723;1;446
09.06.2017;IT010012394;0105747;1;742
09.06.2017;IT010012394;0105759;1;975
09.06.2017;IT010012395;0109013;1;1059
09.06.2017;IT010012395;0110143;2;2119
09.06.2017;IT010012395;0110145;2;2808
10.06.2017;IT010012396;0102439;1;15794
10.06.2017;IT010012397;0102453;1;8872
10.06.2017;IT010012397;0101330;1;6349
10.06.2017;IT010012398;0101332;1;12178
10.06.2017;IT010012398;0101337;1;8414
10.06.2017;IT010012399;0102427;1;5313
10.06.2017;IT010012400;0102436;2;3784
10.06.2017;IT010012401;0102438;1;3784
10.06.2017;IT010012401;0102439;1;15794
10.06.2017;IT010012402;0102442;2;2907
10.06.2017;IT010012402;0102444;2;5819
10.06.2017;IT010012403;0102447;1;2907
10.06.2017;IT010012403;0102453;2;8872
10.06.2017;IT010012403;0102461;1;2304
10.06.2017;IT010012404;0102474;1;23309
10.06.2017;IT010012405;0101329;1;8045
10.06.2017;IT010012405;0101330;1;6349
10.06.2017;IT010012405;0101336;1;14075
10.06.2017;IT010012406;0101337;1;8414
10.06.2017;IT010012406;0101339;1;5669
10.06.2017;IT010012406;0111515;1;1283
10.06.2017;IT010012407;0101041;1;1907
10.06.2017;IT010012407;0102327;1;2085
10.06.2017;IT010012408;0102329;1;2119
10.06.2017;IT010012408;0101329;1;8045
10.06.2017;IT010012408;0105757;1;2547
10.06.2017;IT010012409;0105759;1;975
10.06.2017;IT010012409;0102440;1;9328
10.06.2017;IT010012409;0102454;1;5819
10.06.2017;IT010012409;0102327;1;2085
10.06.2017;IT010012410;0102329;2;2119
11.06.2017;IT010012411;0102341;1;1058
11.06.2017;IT010012412;0102491;1;1320
11.06.2017;IT010012412;0102492;1;1367
11.06.2017;IT010012412;0102493;1;1367
11.06.2017;IT010012412;0102584;1;1850
11.06.2017;IT010012413;0102721;1;1320
11.06.2017;IT010012413;0102722;1;1367
11.06.2017;IT010012413;0102723;1;446
11.06.2017;IT010012414;0109013;1;1059
11.06.2017;IT010012415;0100595;1;1483
11.06.2017;IT010012415;0101028;1;2205
11.06.2017;IT010012416;0101041;1;1907
11.06.2017;IT010012416;0102392;1;46725
11.06.2017;IT010012417;0102397;2;46624
11.06.2017;IT010012417;0102493;1;1367
11.06.2017;IT010012418;0102584;1;1850
11.06.2017;IT010012418;0105738;1;1165
11.06.2017;IT010012419;0105757;1;2547
11.06.2017;IT010012419;0105759;1;975
11.06.2017;IT010012420;0110142;1;1377
11.06.2017;IT010012421;0101041;1;1907
11.06.2017;IT010012421;0105757;1;2547
11.06.2017;IT010012422;0105759;1;975
11.06.2017;IT010012422;0102478;2;492
11.06.2017;IT010012423;0102447;1;2907
11.06.2017;IT010012423;0102452;1;2907
11.06.2017;IT010012423;0102469;1;5279
11.06.2017;IT010012423;0102470;2;5279
11.06.2017;IT010012424;0102306;2;2109
11.06.2017;IT010012424;0102416;1;5279
11.06.2017;IT010012424;0102436;1;3784
11.06.2017;IT010012424;0102307;2;2109
11.06.2017;IT010012424;0102308;2;2109
11.06.2017;IT010012425;0102309;1;2109
11.06.2017;IT010012425;0102310;1;2109
11.06.2017;IT010012426;0102313;1;2437
11.06.2017;IT010012426;0102339;1;2109
11.06.2017;IT010012427;0100595;1;1483
11.06.2017;IT010012427;0100601;1;1059
11.06.2017;IT010012427;0100649;1;1059
11.06.2017;IT010012428;0101041;1;1907
11.06.2017;IT010012428;0105736;1;2547
